ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10044,1995,0,0,0,0,0,0,0,0,0,0
10045,1995,24,13,20,17,16,28,18,19,10,19
10046,1995,0,0,0,0,0,0,0,0,7,0
10047,1995,11,18,20,20,14,16,9,33,13,15
10048,1995,0,0,0,0,0,0,0,16,0,0
10049,1995,0,0,0,0,0,0,0,0,19,14
10050,1995,23,23,23,23,23,23,23,23,23,23
10051,1995,26,26,26,26,26,26,26,26,26,26
10052,1995,5,5,5,5,5,5,5,5,5,5
10053,1995,27,27,27,27,27,27,27,27,27,27
10054,1995,27,19,16,22,18,18,4,8,0,12
10055,1995,0,0,0,0,0,0,0,0,0,0
10056,1995,0,0,0,0,0,11,0,0,0,0
10057,1995,19,28,16,25,15,14,22,0,0,22
10058,1995,0,0,0,0,0,0,0,0,0,0
10059,1995,0,0,0,0,0,0,0,0,0,0
10060,1995,13,13,13,13,13,13,13,13,13,13
10061,1995,0,0,0,14,12,0,0,0,7,0
10062,1995,11,11,11,11,11,11,11,11,11,11
10063,1995,19,23,11,20,31,16,23,18,14,9
10064,1995,0,0,0,0,0,0,0,0,0,0
10065,1995,27,23,0,0,34,11,0,0,0,11
10066,1995,0,0,0,0,0,0,0,0,0,0
10067,1995,35,11,21,19,21,14,10,15,24,13
10068,1995,0,0,0,0,0,0,0,0,0,9
10069,1995,0,0,0,0,0,0,0,0,0,0
10070,1995,13,18,9,20,4,17,16,12,12,9
10071,1995,29,25,16,19,17,25,0,27,23,24
10072,1995,6,0,0,0,5,0,0,0,0,0
10073,1995,0,0,0,0,0,0,0,0,0,0
10074,1995,19,19,19,19,19,19,19,19,19,19
10075,1995,9,9,9,9,9,9,9,9,9,9
10076,1995,6,14,19,12,21,15,26,23,29,37
10077,1995,17,17,17,17,17,17,17,17,17,17
10078,1995,12,12,12,12,12,12,12,12,12,12
10079,1995,0,0,0,0,0,0,0,0,27,0
10080,1995,19,20,19,22,22,0,0,14,12,19
10081,1995,14,7,27,9,10,21,10,13,27,23
10082,1995,0,0,0,0,0,0,0,5,0,0
10083,1995,15,15,15,15,15,15,15,15,15,15
10084,1995,30,30,30,30,30,30,30,30,30,30
10085,1995,28,18,23,6,20,14,0,12,4,10
10086,1995,0,0,0,0,26,0,0,0,0,0
10087,1995,19,16,36,12,19,19,12,11,43,24
10088,1995,0,0,0,0,0,0,0,0,0,0
10089,1995,0,22,12,0,0,0,24,0,0,0
10090,1995,13,13,13,13,13,13,13,13,13,13
10091,1995,16,14,0,10,41,10,12,9,19,17
10092,1995,0,0,0,0,0,0,0,0,0,0
10093,1995,18,18,18,18,18,18,18,18,18,18
10094,1995,0,0,18,0,0,0,0,0,15,0
10095,1995,0,0,0,0,0,0,0,0,0,0
10096,1995,23,23,23,23,23,23,23,23,23,23
10097,1995,0,0,0,0,0,0,0,0,0,0
10098,1995,12,12,6,14,20,14,10,27,16,11
10099,1995,0,0,0,0,0,0,17,0,0,0
10100,1995,0,0,0,0,0,0,0,0,0,0
10101,1995,33,0,19,0,0,0,0,0,0,0
10102,1995,0,23,0,0,0,4,0,12,28,0
10103,1995,0,0,0,0,0,0,0,0,0,0
10104,1995,19,19,19,19,19,19,19,19,19,19
10105,1995,26,13,6,18,15,12,18,17,7,7
10106,1995,0,0,0,0,0,0,0,0,0,0
10107,1995,0,0,0,0,0,0,0,0,0,0
10108,1995,23,0,11,11,18,30,29,21,12,18
10109,1995,15,15,15,15,15,15,15,15,15,15
10110,1995,0,0,17,18,0,0,0,0,0,21
10111,1995,0,0,0,0,0,0,0,0,0,0
10112,1995,0,0,0,0,0,0,0,0,10,0
10113,1995,0,0,0,0,0,0,0,0,0,0
10114,1995,16,33,30,27,16,16,14,20,23,4
10115,1995,14,27,33,19,17,49,14,10,20,7
10116,1995,0,0,0,0,0,0,0,0,27,0
10117,1995,0,0,19,0,0,0,0,0,0,0
10118,1995,35,0,0,12,15,7,0,15,10,20
10119,1995,0,0,9,0,0,0,0,0,0,0
10120,1995,0,0,0,0,0,0,0,0,0,0
10121,1995,0,0,0,0,0,0,0,0,0,0
10122,1995,22,0,12,21,0,0,0,21,0,8
10123,1995,0,0,0,0,0,0,0,0,0,0
10124,1995,16,24,20,19,12,14,3,16,21,17
10125,1995,0,0,0,0,0,0,0,0,0,0
10126,1995,18,18,26,7,28,36,12,10,31,27
10127,1995,0,0,0,0,0,0,0,0,0,0
10128,1995,25,0,0,13,0,22,10,0,19,10
10129,1995,0,0,5,0,0,0,0,0,0,0
10130,1995,35,10,14,12,0,25,41,22,0,0
10131,1995,0,0,0,0,0,0,0,0,0,0
10132,1995,0,0,0,0,0,0,0,0,7,0
10133,1995,0,0,0,20,0,15,0,16,0,0
10134,1995,14,14,14,14,14,14,14,14,14,14
10135,1995,0,6,0,0,0,0,0,0,0,0
10136,1995,0,0,10,13,0,26,21,34,0,27
10137,1995,0,0,0,0,0,0,0,0,0,0
10138,1995,33,33,33,33,33,33,33,33,33,33
10139,1995,0,0,19,0,0,0,0,0,0,0
10140,1995,0,0,3,22,0,8,0,0,19,0
10141,1995,5,16,5,5,14,5,5,5,5,5
10142,1995,0,0,0,0,0,0,0,0,0,0
10143,1995,0,0,0,0,0,0,0,0,0,0
10144,1995,0,0,0,0,0,0,0,0,0,44
10145,1995,29,29,29,29,29,29,29,29,29,29
10146,1995,11,15,14,15,19,16,26,7,11,0
10147,1995,13,13,13,13,13,13,13,13,13,13
10148,1995,0,0,14,0,0,9,0,14,0,0
10149,1995,4,4,4,4,4,4,4,4,4,4
10150,1995,16,35,19,16,17,11,0,22,29,28
10151,1995,16,16,16,16,16,16,16,16,16,16
10152,1995,0,0,0,0,0,0,0,0,0,0
10153,1995,22,6,15,33,28,23,35,18,16,12
10154,1995,0,0,0,0,0,0,0,0,0,0
10155,1995,0,0,0,0,0,0,0,0,0,0
10156,1995,17,17,17,17,17,17,17,17,17,17
10157,1995,12,0,25,0,0,0,15,14,14,0
10158,1995,5,0,0,0,0,0,0,0,0,0
10159,1995,0,0,0,0,0,0,0,0,0,0
10160,1995,23,16,37,15,43,11,12,6,18,7
10161,1995,21,21,21,21,21,21,21,21,21,21
10162,1995,21,11,11,15,16,0,8,13,6,14
10163,1995,0,0,0,0,0,0,0,0,0,0
10164,1995,0,0,19,0,0,0,0,0,0,0
10165,1995,0,0,0,0,0,0,0,0,0,0
10166,1995,0,0,0,0,0,0,0,0,0,0
10167,1995,0,0,0,0,0,0,0,0,0,0
10168,1995,0,0,0,0,0,0,0,0,0,0
10169,1995,13,10,24,13,24,14,13,12,20,26
10170,1995,12,5,10,20,7,14,13,32,7,21
10171,1995,15,15,15,15,15,15,15,15,15,15
10172,1995,0,0,0,0,0,0,0,0,0,0
10173,1995,0,0,0,0,0,0,0,29,21,0
10174,1995,0,15,8,30,17,11,20,12,8,13
10175,1995,3,4,12,22,3,16,12,9,13,3
10176,1995,23,23,23,23,23,23,23,23,23,23
10177,1995,25,25,25,25,25,25,25,25,25,25
10178,1995,14,19,29,20,33,16,17,18,35,26
10179,1995,0,0,0,0,0,0,0,0,0,0
10180,1995,0,9,32,12,0,0,0,0,0,0
10181,1995,0,0,0,0,0,0,0,0,0,0
10182,1995,19,19,19,19,19,19,19,19,19,19
10183,1995,23,23,23,23,23,23,23,23,23,23
10184,1995,28,28,28,28,28,28,28,28,28,28
10186,1995,0,0,0,0,0,0,0,0,0,0
10187,1995,30,30,30,30,30,30,30,30,30,30
10188,1995,0,13,8,6,14,12,18,8,4,16
10189,1995,0,0,0,0,0,0,0,0,0,0
10190,1995,24,24,24,24,24,24,24,24,24,24
10191,1995,0,0,0,0,0,0,0,0,0,0
10192,1995,26,26,26,26,26,26,26,26,26,26
10193,1995,10,14,21,5,20,29,15,23,31,16
10194,1995,0,0,0,0,0,0,0,0,0,0
10195,1995,0,0,0,0,0,0,0,0,0,0
10196,1995,21,22,8,0,17,18,9,17,17,10
10197,1995,0,9,9,0,0,0,0,0,0,0
10198,1995,0,0,0,0,0,0,0,0,0,0
10199,1995,31,31,31,31,31,31,31,31,31,31
10200,1995,13,13,13,13,13,13,13,13,13,13
10201,1995,11,0,0,0,0,0,0,0,0,0
10202,1995,0,0,0,0,0,0,0,0,0,0
10203,1995,0,0,0,0,0,0,0,0,0,0
10204,1995,18,11,28,25,34,24,25,36,14,29
10205,1995,0,0,0,0,0,0,0,0,0,0
10206,1995,8,5,13,12,12,18,12,10,10,11
10207,1995,0,0,0,0,0,0,24,0,0,0
10208,1995,0,0,0,0,0,0,0,0,0,0
10209,1995,20,17,25,11,16,25,3,27,11,11
10210,1995,12,5,2,4,4,10,16,5,10,14
10211,1995,11,20,7,13,12,21,5,10,9,12
10212,1995,0,0,0,0,0,0,0,0,0,0
10213,1995,0,0,0,0,0,0,0,0,0,0
10214,1995,9,11,21,16,0,12,13,9,21,27
10215,1995,23,19,0,15,16,18,33,39,16,16
10216,1995,11,11,11,11,11,11,11,11,11,11
10217,1995,20,20,20,20,20,20,20,20,20,20
10218,1995,0,0,0,0,0,0,0,0,0,0
10219,1995,17,17,17,17,17,17,17,17,17,17
10220,1995,23,23,23,23,23,23,23,23,23,23
10221,1995,0,0,0,0,0,0,0,0,0,0
10222,1995,0,0,0,0,0,0,0,0,0,0
10223,1995,0,9,0,0,7,14,0,0,0,23
10224,1995,21,21,21,21,21,21,21,21,21,21
10225,1995,10,0,0,0,0,0,0,9,0,0
10226,1995,6,0,20,0,0,25,0,19,0,0
10227,1995,5,5,5,5,5,5,5,5,5,5
10228,1995,24,16,7,40,16,8,9,20,20,21
10229,1995,0,0,0,0,0,28,0,0,15,0
10230,1995,0,0,0,0,0,0,0,0,0,0
10231,1995,0,0,0,0,0,0,0,0,0,18
10232,1995,7,7,7,7,7,7,7,7,7,7
10233,1995,31,31,31,31,31,31,31,31,31,31
10234,1995,0,0,0,0,0,0,29,5,0,30
10235,1995,24,24,24,24,24,24,24,24,24,24
10236,1995,0,0,0,0,0,0,0,0,0,0
10237,1995,14,14,14,14,14,14,14,14,14,14
10238,1995,0,0,0,0,0,0,0,0,0,0
10239,1995,0,0,0,15,0,0,0,0,0,0
10240,1995,0,0,5,0,0,0,0,0,0,0
10241,1995,0,0,0,0,0,0,0,0,0,0
10242,1995,4,0,0,0,0,0,0,0,0,0
10243,1995,18,31,24,17,17,0,14,0,16,11
10244,1995,0,0,0,0,0,0,0,15,0,0
10245,1995,25,26,10,25,30,12,24,22,9,14
10246,1995,0,0,0,0,0,0,0,0,0,0
10247,1995,0,0,0,6,0,0,0,0,0,0
10248,1995,0,0,0,0,0,0,0,0,0,0
10249,1995,0,0,0,0,0,0,0,0,0,0
10250,1995,0,0,0,0,0,0,0,0,0,0
10251,1995,29,29,29,29,29,29,29,29,29,29
10252,1995,0,0,0,0,0,0,0,0,0,0
10253,1995,0,0,0,0,0,0,0,0,0,0
10254,1995,14,7,26,0,0,0,0,0,0,0
10255,1995,17,23,10,33,13,20,18,29,18,8
10256,1995,0,0,0,0,0,0,0,0,0,0
10257,1995,0,0,0,0,0,0,0,0,0,0
10258,1995,0,0,0,0,0,0,0,0,36,19
10259,1995,0,0,0,0,21,0,0,0,0,0
10260,1995,0,0,0,0,0,20,0,0,0,0
10261,1995,2,13,17,6,12,21,19,14,24,0
10262,1995,0,0,0,0,0,0,0,0,0,0
10263,1995,0,0,0,0,0,0,0,0,0,0
10264,1995,0,0,0,0,0,0,0,0,0,0
10265,1995,0,0,0,0,0,0,0,0,0,0
10266,1995,10,0,4,4,0,9,23,12,7,18
10267,1995,0,0,0,0,17,0,0,19,0,0
10268,1995,23,0,0,0,0,0,18,15,0,0
10269,1995,0,0,0,0,0,0,0,0,0,0
10270,1995,0,0,0,0,0,0,0,0,0,0
10271,1995,19,19,19,19,30,19,19,19,19,19
10272,1995,0,0,0,0,0,0,0,0,0,0
10273,1995,0,0,0,0,0,0,0,0,0,0
10274,1995,0,0,0,0,0,0,0,0,0,0
10275,1995,0,0,0,12,0,19,28,0,12,10
10276,1995,17,17,17,17,17,17,17,17,17,17
10277,1995,0,0,0,0,0,0,0,0,0,0
10278,1995,5,7,14,17,2,18,13,0,19,29
10279,1995,0,0,0,0,0,0,0,0,0,0
10280,1995,13,13,13,13,13,13,13,18,13,13
10281,1995,28,28,28,28,28,28,28,28,28,28
10282,1995,9,0,0,0,0,8,0,0,0,0
10283,1995,0,0,0,0,13,21,16,0,0,0
10284,1995,0,12,0,0,0,7,18,26,0,14
10286,1995,9,25,25,21,18,22,14,18,22,18
10287,1995,0,0,0,0,0,0,0,0,0,0
10288,1995,0,0,0,0,0,0,0,0,0,0
10289,1995,41,21,0,34,17,14,28,0,8,23
10290,1995,0,0,0,0,0,0,0,0,0,0
10291,1995,0,0,0,0,0,0,0,0,0,0
10292,1995,6,0,15,0,0,16,0,0,0,11
10293,1995,0,0,0,0,0,0,0,0,0,0
10294,1995,0,0,0,0,0,0,0,0,0,0
10295,1995,0,0,0,0,0,0,0,0,0,0
10296,1995,0,0,0,0,0,0,0,0,0,0
10297,1995,0,0,0,0,0,0,0,0,0,0
10298,1995,0,0,0,0,0,0,0,0,0,0
10299,1995,23,23,23,30,23,23,23,26,23,23
10300,1995,0,0,0,0,0,0,0,0,0,0
10301,1995,0,0,0,0,0,0,0,0,0,0
10302,1995,20,20,20,20,20,20,20,20,20,20
10303,1995,0,0,0,0,0,0,0,0,0,0
10304,1995,21,18,19,0,35,28,21,5,35,11
10305,1995,0,0,0,0,0,0,0,0,4,0
10306,1995,0,0,0,0,0,0,0,0,5,0
10307,1995,14,14,14,14,14,14,14,14,14,14
10308,1995,0,0,0,0,0,0,0,0,0,0
10309,1995,0,20,13,0,16,0,13,0,0,0
10310,1995,20,17,18,15,19,24,12,22,17,26
10311,1995,0,0,0,0,0,0,0,0,0,0
10312,1995,0,0,0,0,0,0,0,0,11,0
10313,1995,0,0,0,0,6,9,0,0,20,0
10314,1995,8,10,0,27,13,0,11,0,0,17
10315,1995,0,0,0,0,0,0,0,0,0,0
10316,1995,0,0,0,0,0,0,0,0,0,0
10317,1995,0,26,0,0,0,0,0,0,0,13
10318,1995,19,19,19,19,19,19,19,19,19,19
10319,1995,0,0,0,0,0,0,0,0,0,0
10320,1995,14,14,14,14,14,14,14,14,14,14
10321,1995,0,0,0,0,0,0,0,0,0,0
10322,1995,0,0,0,0,0,0,0,0,0,0
10323,1995,11,11,11,11,11,11,11,11,11,11
10324,1995,20,20,20,20,20,20,20,20,20,20
10325,1995,30,0,0,0,0,8,0,9,0,27
10326,1995,26,26,26,26,26,26,26,26,26,26
10327,1995,31,0,13,30,13,13,21,22,19,19
10328,1995,18,18,18,18,18,18,18,18,18,18
10329,1995,0,0,0,0,0,0,0,0,0,0
10330,1995,25,22,17,29,20,31,33,28,20,26
10331,1995,19,19,19,19,19,19,19,19,19,19
10332,1995,27,27,27,27,27,27,27,27,27,27
10333,1995,0,0,27,0,0,0,0,0,0,0
10334,1995,21,21,21,21,21,21,21,21,21,21
10335,1995,12,12,12,12,12,12,12,12,12,12
10336,1995,0,0,0,15,0,0,0,0,0,0
10337,1995,7,15,17,25,21,18,17,10,32,14
10338,1995,11,11,11,11,11,11,11,11,11,11
10339,1995,0,0,0,8,0,0,0,0,0,0
10340,1995,0,0,0,0,0,0,0,0,0,0
10341,1995,0,0,0,0,0,0,0,0,0,0
10342,1995,7,7,7,7,7,7,7,7,7,7
10343,1995,18,11,21,18,24,18,0,0,25,0
10344,1995,0,0,18,0,0,30,19,20,8,0
10345,1995,0,0,0,0,0,0,10,0,0,0
10346,1995,0,0,0,0,0,28,0,0,0,0
10347,1995,0,0,0,0,0,0,0,0,0,0
10348,1995,0,0,0,18,0,0,0,0,0,19
10349,1995,0,0,0,0,0,0,0,0,0,0
10350,1995,0,0,7,0,0,0,0,0,0,0
10351,1995,10,10,10,10,10,10,10,10,10,10
10352,1995,0,0,0,0,0,0,0,0,0,0
10353,1995,0,0,0,0,0,23,0,0,0,0
10354,1995,0,0,0,0,0,0,0,0,0,0
10355,1995,9,9,9,9,9,9,9,9,9,9
10356,1995,10,10,10,10,10,10,10,10,10,10
10357,1995,0,0,0,0,0,0,0,25,0,0
10358,1995,36,14,9,17,13,25,24,17,17,18
10359,1995,7,26,15,14,12,26,22,27,21,25
10360,1995,0,0,0,0,0,0,0,0,0,0
10361,1995,12,25,19,0,16,17,0,6,0,0
10362,1995,0,0,0,0,0,0,0,0,0,0
10363,1995,0,0,0,0,0,0,0,0,0,0
10364,1995,21,21,21,21,21,21,21,21,21,21
10365,1995,0,0,0,0,0,0,0,0,0,0
10366,1995,15,12,18,31,15,25,8,8,12,21
10367,1995,0,0,0,0,0,0,0,0,0,0
10368,1995,0,0,0,0,0,12,0,0,20,0
10369,1995,0,0,0,0,15,14,0,8,0,26
10370,1995,0,0,0,0,0,0,0,0,0,0
10371,1995,0,0,0,0,0,0,13,10,0,9
10372,1995,16,16,16,16,16,16,16,16,16,16
10373,1995,0,0,3,24,0,0,0,0,14,0
10374,1995,0,0,0,0,0,0,0,0,0,0
10375,1995,28,28,28,28,28,28,28,28,28,28
10376,1995,0,0,0,0,0,0,0,0,0,0
10377,1995,0,0,0,0,0,20,21,0,0,0
10378,1995,12,17,14,17,10,21,24,23,19,10
10379,1995,0,0,0,0,0,0,0,0,0,0
10380,1995,26,26,26,26,26,26,26,26,26,26
10381,1995,0,0,0,0,0,0,20,0,0,0
10382,1995,0,0,0,0,0,0,0,0,0,0
10383,1995,0,0,0,0,0,0,0,0,0,0
10384,1995,0,19,0,0,0,0,0,0,18,0
10385,1995,0,0,0,0,0,0,0,0,0,0
10386,1995,4,0,0,19,20,14,14,13,18,13
10387,1995,8,8,8,8,8,8,8,8,8,8
10388,1995,17,0,0,0,0,0,33,0,0,27
10389,1995,3,3,3,3,3,3,3,3,3,3
10390,1995,0,0,0,0,0,0,0,0,0,0
10391,1995,0,0,0,0,0,0,0,0,0,0
10392,1995,11,10,10,26,24,19,10,22,9,12
10393,1995,0,0,15,0,0,0,7,0,13,0
10394,1995,0,0,0,0,0,0,0,0,0,0
10395,1995,0,4,17,27,12,25,22,19,13,36
10396,1995,15,0,24,17,0,15,0,0,0,3
10397,1995,0,0,0,0,0,0,0,0,0,0
10398,1995,21,10,0,0,8,0,0,0,0,0
10399,1995,0,0,0,0,0,12,0,0,0,0
10400,1995,0,0,0,6,0,0,0,0,0,0
10401,1995,0,0,0,0,0,0,0,0,0,0
10403,1995,3,3,3,3,3,3,3,3,3,3
10404,1995,11,11,11,11,11,11,11,11,11,11
10405,1995,0,0,0,0,0,0,0,0,0,0
10406,1995,0,0,0,0,0,0,0,0,0,0
10407,1995,10,10,10,10,10,10,10,10,10,10
10408,1995,13,13,13,13,13,13,13,13,13,13
10409,1995,22,22,14,10,16,11,5,10,14,25
10410,1995,28,28,28,28,28,28,28,28,28,28
10411,1995,14,0,0,0,0,0,0,0,0,0
10412,1995,0,0,0,0,0,0,0,0,0,0
10413,1995,0,0,0,0,0,0,0,18,0,0
10414,1995,0,0,0,0,0,0,0,0,0,0
10415,1995,0,0,18,0,0,23,0,0,0,23
10416,1995,0,0,0,0,0,0,0,0,0,0
10417,1995,0,0,0,0,0,8,0,0,0,0
10418,1995,27,14,0,0,0,13,0,17,12,14
10419,1995,20,24,10,9,23,25,16,5,21,9
10420,1995,0,0,0,0,0,0,0,0,0,0
10421,1995,7,18,6,13,28,18,17,9,11,22
10422,1995,2,2,2,2,2,16,2,2,2,2
10423,1995,0,0,14,0,0,0,21,0,29,0
10424,1995,0,0,0,0,0,0,0,0,0,0
10425,1995,0,0,0,0,0,0,16,0,0,0
10426,1995,21,33,0,0,27,20,41,0,26,16
10427,1995,0,0,0,20,0,23,0,0,0,19
10428,1995,13,18,7,25,15,26,24,29,28,8
10429,1995,0,0,0,0,0,0,0,0,0,0
10430,1995,24,24,24,24,24,24,24,24,24,24
10431,1995,14,16,14,13,16,11,14,14,19,15
10432,1995,2,2,2,2,2,2,2,2,2,2
10433,1995,0,0,0,0,0,0,0,0,0,0
10434,1995,0,11,0,0,15,9,20,0,22,0
10436,1995,0,0,0,0,21,0,0,0,0,0
10437,1995,14,0,0,0,0,0,0,0,0,0
10438,1995,12,0,0,0,0,0,0,0,0,0
10439,1995,16,0,0,0,0,0,0,0,0,0
10440,1995,15,9,14,23,26,9,10,13,16,3
10441,1995,0,0,21,0,10,0,0,27,0,0
10442,1995,10,10,10,10,10,10,10,10,10,10
10443,1995,19,19,19,19,19,19,19,19,19,19
10444,1995,0,0,0,0,0,0,0,0,0,0
10445,1995,10,10,10,10,10,10,10,10,10,10
10446,1995,0,0,0,14,0,0,13,24,0,23
10447,1995,17,25,0,27,21,0,0,0,0,24
10448,1995,21,21,21,21,21,21,21,21,21,21
10449,1995,0,0,0,0,0,0,0,0,0,0
10450,1995,0,0,0,0,4,0,0,0,0,0
10451,1995,0,0,0,0,0,0,0,0,0,0
10452,1995,0,0,0,0,0,0,0,0,0,0
10453,1995,12,19,32,14,31,9,27,7,14,27
10454,1995,0,0,0,0,0,0,0,0,0,0
10455,1995,12,18,8,28,36,0,25,18,15,16
10456,1995,14,34,9,28,0,0,21,18,7,14
10457,1995,0,0,0,0,0,0,0,0,0,0
10458,1995,15,15,15,15,15,15,15,15,15,15
10459,1995,0,21,0,0,0,0,0,0,0,12
10460,1995,4,4,4,4,4,4,4,4,4,4
10461,1995,0,25,0,0,0,0,0,0,0,0
10462,1995,0,0,0,0,0,0,0,0,0,0
10463,1995,2,20,28,20,12,9,30,0,11,11
10464,1995,22,10,19,12,13,12,14,16,13,9
10465,1995,0,0,0,13,0,18,0,0,0,0
10466,1995,16,9,12,13,13,9,9,29,24,12
10467,1995,0,0,0,18,0,0,0,0,0,0
10468,1995,0,0,0,0,0,0,0,0,0,0
10469,1995,0,0,0,0,0,0,0,0,0,0
10470,1995,12,0,0,0,0,18,0,0,0,0
10471,1995,0,0,0,0,0,0,0,0,0,0
10472,1995,0,0,0,0,0,0,9,0,18,0
10473,1995,0,0,0,0,0,0,0,0,0,11
10474,1995,14,14,14,14,14,14,14,14,14,14
10475,1995,5,17,4,18,10,4,25,19,19,14
10476,1995,0,0,0,0,0,0,0,0,0,0
10477,1995,0,0,0,0,0,0,0,0,0,18
10478,1995,0,21,16,0,13,0,35,25,0,20
10479,1995,0,0,0,0,0,0,0,0,0,0
10480,1995,0,0,0,0,0,0,0,0,0,0
10481,1995,0,0,11,0,0,0,15,0,0,0
10482,1995,0,0,0,0,0,0,0,0,0,0
10483,1995,0,0,0,0,0,0,0,0,0,0
10484,1995,34,34,34,34,34,34,34,34,34,34
10485,1995,18,18,18,18,18,18,18,18,18,18
10486,1995,13,13,13,13,13,13,13,13,13,13
10487,1995,0,7,17,0,9,17,8,16,0,0
10488,1995,0,0,0,0,0,0,0,0,0,0
10489,1995,12,12,12,12,12,12,12,12,12,12
10490,1995,0,0,8,0,0,0,0,0,0,0
10491,1995,36,36,36,36,36,36,36,36,36,36
10492,1995,16,14,22,15,11,12,23,22,20,12
10493,1995,14,4,15,24,11,12,15,20,23,22
10494,1995,0,0,0,0,0,0,0,0,0,0
10495,1995,13,21,11,23,0,13,22,0,0,0
10496,1995,16,16,16,16,16,16,16,16,16,16
10497,1995,0,30,0,0,0,0,0,0,0,15
10498,1995,22,20,16,0,16,24,12,16,14,20
10499,1995,0,0,0,0,0,0,0,0,0,0
10500,1995,0,0,0,0,0,0,0,0,0,0
10501,1995,0,0,0,0,0,0,0,0,0,0
10502,1995,0,13,0,10,14,15,34,0,18,19
10503,1995,0,0,0,0,0,0,0,0,0,0
10504,1995,0,0,0,0,0,0,0,0,0,0
10505,1995,0,0,0,0,0,0,0,0,0,0
10506,1995,8,8,8,8,8,8,8,8,8,8
10507,1995,0,0,0,0,0,0,0,0,0,0
10508,1995,22,12,26,37,27,10,0,15,17,21
10509,1995,0,0,0,0,0,0,0,0,0,0
10510,1995,0,0,0,0,0,0,0,0,0,0
10511,1995,27,17,6,22,32,19,15,0,23,0
10512,1995,0,0,7,0,0,0,0,0,0,0
10513,1995,0,0,0,0,0,0,0,0,0,0
10514,1995,0,0,0,0,0,0,0,0,0,0
10515,1995,10,0,0,0,0,0,0,0,0,0
10516,1995,0,0,0,0,0,14,0,21,0,0
10517,1995,21,0,0,0,0,31,0,28,0,16
10518,1995,0,0,0,0,0,0,0,0,0,0
10519,1995,2,15,0,3,0,0,4,29,0,0
10520,1995,0,0,0,0,0,0,0,0,0,0
10521,1995,0,0,0,0,0,0,0,0,0,0
10522,1995,0,0,0,0,0,20,0,30,19,0
10523,1995,0,0,0,0,0,21,0,0,0,0
10524,1995,8,0,0,0,0,0,0,0,0,0
10525,1995,0,0,0,0,0,0,0,0,0,0
10526,1995,14,17,19,14,15,21,28,12,23,8
10527,1995,0,11,0,0,15,0,0,0,25,2
10528,1995,2,2,2,2,2,2,2,2,2,2
10529,1995,22,0,0,0,0,0,0,0,0,0
10530,1995,0,0,0,0,0,0,0,0,0,0
10531,1995,11,11,11,11,11,11,11,11,11,11
10532,1995,0,0,0,0,0,0,0,0,0,0
10533,1995,0,0,20,27,0,16,0,59,0,0
10534,1995,0,0,0,0,0,0,0,0,0,0
10535,1995,0,0,0,0,0,0,0,0,0,0
10536,1995,21,21,21,21,21,21,21,21,21,21
10537,1995,18,18,18,18,18,18,18,18,18,18
10538,1995,0,33,0,0,0,0,0,0,0,0
10539,1995,12,16,11,0,23,0,19,19,0,8
10540,1995,0,0,0,0,0,0,0,0,15,0
