ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
150046,1995,0,0,0,0,0,0,0,0,0,0
150047,1995,0,0,0,0,0,0,0,0,14,0
150048,1995,16,16,16,16,16,16,16,16,16,16
150049,1995,0,0,5,0,0,0,0,0,0,0
150050,1995,0,0,0,0,0,0,0,0,0,0
150051,1995,24,11,19,10,11,4,17,0,18,23
150052,1995,14,14,14,14,14,14,14,14,14,14
150053,1995,1,1,1,1,1,1,1,1,1,1
150054,1995,4,4,4,4,4,4,4,4,4,4
150055,1995,21,21,21,21,21,21,21,21,21,21
150056,1995,2,2,2,2,2,2,2,2,2,2
150057,1995,0,0,0,0,0,0,0,0,0,0
150058,1995,14,14,14,14,14,14,14,14,14,14
150060,1995,0,0,0,0,0,0,0,0,0,0
150061,1995,13,13,13,13,13,13,13,13,13,13
150062,1995,0,0,0,0,0,0,0,0,0,0
150063,1995,13,12,18,11,2,13,19,8,7,18
150064,1995,2,2,2,2,2,2,2,2,2,2
150065,1995,4,4,4,4,4,4,4,4,4,4
150066,1995,0,16,0,0,0,0,0,0,0,0
150067,1995,14,5,14,19,10,18,6,16,19,8
150068,1995,5,5,5,5,5,5,5,5,5,5
150069,1995,0,0,0,0,0,0,0,0,0,0
150070,1995,0,0,0,0,0,0,0,0,0,0
150072,1995,0,0,0,0,0,0,0,0,0,0
150073,1995,0,0,0,0,0,0,0,0,0,0
150074,1995,0,0,0,0,0,0,0,0,0,0
150075,1995,0,0,0,0,0,0,0,0,0,0
150076,1995,18,18,18,18,18,18,18,18,18,18
150077,1995,11,11,11,11,11,11,11,11,11,11
150078,1995,19,19,19,19,19,19,19,19,19,19
150079,1995,0,0,0,0,0,0,0,0,0,0
150080,1995,0,0,0,0,0,0,0,0,0,0
150081,1995,13,13,13,13,13,13,13,13,13,13
150082,1995,16,16,16,16,16,16,16,16,16,16
150083,1995,0,0,0,0,0,16,0,0,0,0
150084,1995,0,0,0,0,0,0,0,0,0,0
150085,1995,0,0,0,0,0,0,0,0,0,0
150086,1995,0,0,0,0,0,0,0,0,12,0
150087,1995,20,20,20,20,20,20,20,20,20,20
150088,1995,23,23,23,23,23,23,23,23,23,23
150089,1995,0,0,0,0,0,0,0,0,0,0
150091,1995,14,14,14,14,14,14,14,14,14,14
150092,1995,0,0,0,0,0,0,0,0,0,0
150093,1995,0,0,0,0,0,0,0,0,0,0
150094,1995,3,3,3,3,3,3,3,3,3,3
150095,1995,0,0,0,0,0,0,0,0,0,0
150096,1995,16,16,16,16,16,16,16,16,16,16
150097,1995,0,0,0,0,0,0,0,0,0,0
150098,1995,14,14,14,14,14,14,14,14,14,14
150099,1995,0,0,0,0,0,0,0,0,0,0
150100,1995,0,0,0,0,0,0,0,0,0,0
150101,1995,0,0,0,0,0,0,0,0,0,0
150102,1995,3,3,3,3,3,3,3,3,3,3
150103,1995,20,20,20,20,20,20,20,20,20,20
150104,1995,21,0,0,0,8,0,0,0,0,0
150105,1995,0,0,0,0,0,0,0,0,11,0
150106,1995,0,0,0,0,0,0,0,0,0,0
150107,1995,0,0,0,0,0,0,0,0,0,0
150108,1995,13,13,13,13,13,13,13,13,13,13
150109,1995,0,0,0,0,0,0,0,0,0,0
150110,1995,0,0,0,0,0,0,0,0,0,0
150111,1995,18,18,18,18,18,18,18,18,18,18
150112,1995,0,0,0,0,0,0,0,0,0,0
150113,1995,0,0,0,0,0,0,8,0,0,0
150114,1995,10,10,10,10,10,10,10,10,10,10
150115,1995,6,32,6,6,6,6,6,6,6,6
150116,1995,3,3,3,3,3,3,3,3,3,3
150117,1995,0,0,0,0,0,0,0,0,0,0
150118,1995,19,19,19,19,19,19,19,19,19,19
150119,1995,14,14,14,14,14,14,14,14,14,14
150120,1995,22,8,18,30,0,11,0,0,0,0
150121,1995,16,16,16,16,16,16,16,16,16,16
150122,1995,4,4,4,4,4,4,4,4,4,4
150123,1995,0,0,0,0,0,0,0,0,0,0
150124,1995,0,0,0,0,0,0,0,0,0,0
160001,1995,0,0,0,0,0,0,0,0,0,0
160002,1995,0,0,0,0,0,0,0,0,0,0
160003,1995,0,0,0,0,0,0,0,0,0,0
160004,1995,0,0,0,0,0,0,0,0,0,0
160005,1995,0,0,0,0,0,0,0,0,0,0
160006,1995,8,0,17,0,0,0,0,0,0,0
160007,1995,17,17,17,17,17,17,17,17,17,17
160008,1995,15,0,8,0,0,0,0,0,0,0
160009,1995,21,21,21,21,21,21,21,21,21,21
160010,1995,0,0,0,0,0,0,0,0,0,0
160011,1995,0,0,0,0,0,0,0,0,0,0
160012,1995,18,18,18,18,18,18,18,18,18,18
160013,1995,3,3,3,3,3,3,3,3,3,3
160014,1995,0,0,0,0,0,0,0,0,0,0
160016,1995,0,9,0,0,0,0,0,0,0,0
160017,1995,0,0,0,0,0,11,0,0,0,0
160018,1995,0,0,13,0,10,0,0,0,0,11
160019,1995,23,0,0,18,0,14,36,0,7,24
160020,1995,0,0,0,0,0,0,0,0,0,0
160021,1995,23,23,23,23,23,23,23,23,23,23
160022,1995,0,0,0,0,0,0,0,0,0,0
160023,1995,20,18,13,15,4,17,12,19,14,19
160024,1995,0,0,0,0,0,0,0,0,0,0
160025,1995,14,14,14,14,14,14,14,14,14,14
160026,1995,15,15,15,15,15,15,15,15,15,15
160027,1995,0,0,0,0,0,0,0,0,0,0
160028,1995,0,0,0,0,0,0,0,0,0,0
160029,1995,0,0,0,0,0,0,0,0,0,0
160030,1995,0,0,0,0,0,0,0,0,0,0
160031,1995,9,0,13,9,0,0,0,12,0,0
160032,1995,0,0,0,0,0,0,0,0,0,7
160033,1995,16,16,16,16,16,16,16,16,16,16
160034,1995,0,0,0,0,0,0,0,5,0,0
160035,1995,0,0,0,0,0,0,0,0,0,0
160036,1995,0,0,0,0,0,0,0,0,0,0
160038,1995,0,0,0,0,0,0,0,0,0,0
160039,1995,0,0,0,0,0,0,0,0,0,0
160040,1995,0,0,0,0,0,0,0,0,0,0
160041,1995,8,8,8,8,8,8,8,8,8,8
160042,1995,1,1,1,1,1,1,1,1,1,1
160043,1995,0,0,0,0,0,0,0,0,0,4
160044,1995,0,0,0,0,0,0,0,0,0,0
160045,1995,0,0,0,0,0,0,0,0,0,0
160046,1995,0,0,0,0,0,0,0,0,0,0
160047,1995,0,0,0,0,0,0,0,0,0,0
160048,1995,0,0,0,0,0,0,0,0,0,0
160049,1995,0,0,0,0,0,0,0,0,0,0
160051,1995,0,0,0,0,0,0,0,0,0,0
160052,1995,0,0,0,0,0,0,0,0,0,0
160053,1995,15,15,15,15,15,15,15,15,15,15
160054,1995,0,0,0,0,0,3,0,0,0,0
160055,1995,0,35,0,0,26,0,0,0,0,0
160056,1995,0,0,0,0,0,0,0,0,0,0
160057,1995,0,17,23,26,14,22,26,29,13,12
160058,1995,0,0,0,0,0,12,0,0,0,0
160059,1995,0,7,0,13,19,0,0,0,0,23
160060,1995,0,0,0,0,0,0,0,0,0,0
160061,1995,23,23,23,23,23,23,23,23,23,23
160062,1995,10,0,9,0,6,0,7,0,0,0
160063,1995,0,0,0,0,0,0,0,0,0,0
160064,1995,0,0,0,0,0,0,0,0,0,0
160065,1995,0,0,8,0,0,0,0,0,0,0
160066,1995,4,4,4,4,4,4,4,4,4,4
160067,1995,27,27,27,27,27,27,27,27,27,27
160068,1995,0,0,0,0,0,0,0,0,0,0
160069,1995,0,0,0,0,0,0,0,0,0,0
160070,1995,1,1,1,1,1,1,1,1,1,1
160071,1995,26,26,26,26,26,26,26,26,26,26
160072,1995,0,0,0,0,9,0,0,0,0,0
160073,1995,12,25,20,9,17,11,10,8,10,14
160074,1995,12,46,23,24,13,25,10,25,15,13
160075,1995,0,0,0,0,0,0,0,0,0,0
160076,1995,0,0,0,0,0,0,0,0,0,0
160077,1995,0,0,0,0,0,0,0,0,0,0
160078,1995,0,0,0,0,0,0,0,0,0,0
160079,1995,12,12,12,12,12,12,12,12,12,12
160080,1995,0,0,0,0,0,0,0,0,0,0
160081,1995,0,0,0,0,0,0,0,0,0,0
160082,1995,0,0,0,0,0,0,0,0,0,0
160083,1995,0,0,0,0,0,0,0,0,0,0
160084,1995,17,17,17,17,17,17,17,17,17,17
160085,1995,23,23,23,23,23,23,23,23,23,23
160086,1995,0,0,0,0,0,0,0,28,0,0
160087,1995,6,6,6,6,6,6,6,6,6,6
160088,1995,0,0,0,0,0,0,0,0,0,0
160089,1995,0,0,0,0,0,0,0,0,0,0
160090,1995,0,0,0,0,0,0,0,0,0,0
160091,1995,19,19,19,19,19,19,19,19,19,19
160092,1995,0,0,0,0,0,0,0,12,0,0
160093,1995,0,0,0,0,0,0,0,0,0,0
160094,1995,16,16,16,16,16,16,16,16,16,16
160095,1995,0,0,0,0,0,0,0,0,0,0
160096,1995,0,0,0,0,0,0,0,0,0,0
160097,1995,16,16,16,16,16,16,16,16,16,16
160098,1995,14,14,14,14,14,14,14,14,14,14
160099,1995,13,13,13,13,13,13,13,13,13,13
160100,1995,33,33,33,33,33,33,33,33,33,33
160101,1995,18,16,1,1,1,1,1,1,1,17
160102,1995,26,26,26,26,26,26,26,26,26,26
160103,1995,21,21,21,21,21,21,21,21,21,21
160104,1995,0,0,0,0,0,0,0,0,0,0
160105,1995,2,2,2,2,2,2,2,2,2,2
160106,1995,0,0,0,0,0,0,0,0,0,0
160107,1995,18,19,16,6,11,15,11,27,20,6
160108,1995,0,0,0,0,0,0,0,0,0,0
160109,1995,0,0,19,0,20,22,34,6,15,20
160110,1995,23,23,23,23,23,23,23,23,23,23
160111,1995,0,0,0,0,0,0,0,0,0,0
160112,1995,19,0,0,0,0,0,0,0,0,0
160114,1995,0,0,0,0,0,0,0,0,0,0
160115,1995,0,0,0,0,0,0,0,0,0,0
160116,1995,0,0,0,0,0,0,0,0,0,0
160117,1995,0,0,0,0,0,0,0,0,0,0
160118,1995,23,23,23,23,23,23,23,23,23,23
160119,1995,14,14,14,14,14,14,14,14,14,14
160120,1995,0,0,0,0,0,0,0,0,0,0
160121,1995,0,0,0,0,0,0,0,0,0,0
160122,1995,0,0,0,0,0,0,0,0,0,0
160123,1995,0,0,0,0,0,0,0,0,0,0
160124,1995,0,0,0,0,0,0,0,0,0,0
160125,1995,0,7,13,23,27,10,0,0,0,18
160126,1995,19,16,34,11,0,19,12,17,12,16
160127,1995,0,0,0,0,0,0,0,0,0,0
160128,1995,25,28,0,0,0,0,0,0,0,0
160129,1995,0,0,14,0,0,0,0,0,0,0
160130,1995,14,14,14,14,14,14,14,14,14,14
160131,1995,34,0,0,0,16,0,0,14,26,15
160133,1995,0,0,0,0,0,5,13,0,0,0
160134,1995,14,20,19,41,12,21,8,27,0,20
160135,1995,0,0,0,0,0,0,0,0,0,0
160136,1995,0,0,0,10,0,0,0,0,8,0
160137,1995,0,0,0,0,0,0,0,0,0,0
160138,1995,0,0,0,0,8,0,0,0,0,0
160139,1995,0,0,0,0,0,0,0,0,0,0
160140,1995,0,0,0,0,0,0,0,0,0,0
160141,1995,4,8,14,0,10,24,0,10,12,11
160142,1995,20,20,20,20,20,20,20,20,20,20
160144,1995,0,0,0,0,0,0,0,0,0,0
160145,1995,0,0,0,0,0,0,0,0,0,0
160146,1995,0,0,0,0,0,14,0,0,0,13
160147,1995,0,0,0,0,0,0,0,0,0,0
160148,1995,0,0,0,0,0,0,0,0,0,0
160149,1995,0,0,0,0,0,0,0,0,0,0
160150,1995,0,0,0,0,0,0,0,0,0,0
160151,1995,0,0,0,0,0,0,0,0,0,0
160152,1995,0,0,0,0,0,0,0,0,0,0
160153,1995,21,21,21,21,21,21,21,21,21,21
160154,1995,0,0,0,0,0,0,0,0,0,0
160155,1995,0,0,0,0,0,29,0,0,12,21
160156,1995,0,0,0,0,0,0,0,0,0,0
160157,1995,0,0,0,0,0,0,0,0,0,0
160158,1995,0,0,0,0,0,0,0,0,0,0
160159,1995,25,25,25,25,25,25,25,25,25,25
160160,1995,0,0,0,9,0,0,0,0,0,0
160161,1995,12,12,12,12,12,12,12,12,12,12
160162,1995,0,0,0,0,0,0,0,0,0,0
160163,1995,0,0,0,0,0,0,0,0,0,0
160164,1995,0,0,0,0,0,0,0,0,0,0
160165,1995,0,0,0,0,0,0,0,0,0,0
160166,1995,28,28,28,28,28,28,28,28,28,28
160167,1995,8,8,8,8,8,8,8,8,8,8
160168,1995,17,13,15,21,16,10,17,19,8,15
160169,1995,0,0,0,0,0,0,0,0,0,0
160170,1995,0,0,0,0,0,0,0,0,0,0
160171,1995,9,19,19,9,13,30,12,22,10,21
160172,1995,0,0,0,0,0,20,0,0,0,0
160173,1995,0,0,0,0,0,0,0,0,0,0
160174,1995,33,33,33,33,33,33,33,33,33,33
160175,1995,0,0,0,0,0,0,0,0,0,0
160177,1995,0,0,0,0,0,0,0,0,0,0
160178,1995,0,0,0,0,0,0,0,0,0,0
160179,1995,0,0,0,0,0,0,0,0,0,0
160180,1995,0,0,0,0,0,0,0,0,0,0
160181,1995,23,23,23,23,23,23,23,23,23,23
160182,1995,6,22,2,21,26,30,29,19,17,21
160183,1995,0,0,0,0,0,0,0,0,0,0
160184,1995,20,20,20,20,20,20,20,20,20,20
160185,1995,0,0,0,8,0,0,0,0,0,0
160187,1995,20,20,20,20,20,20,20,20,20,20
160188,1995,0,0,0,0,0,0,0,0,0,0
160189,1995,21,21,21,21,21,21,21,21,21,21
160190,1995,21,21,21,21,21,21,21,21,21,21
160191,1995,18,18,18,18,18,18,18,18,18,18
160192,1995,0,0,0,0,0,0,0,0,0,0
160193,1995,12,21,0,22,7,29,0,10,10,13
160194,1995,0,0,0,0,25,0,0,0,0,0
160195,1995,0,0,0,0,0,0,0,9,0,0
160196,1995,0,0,0,0,0,0,0,0,0,0
160197,1995,21,21,21,21,21,21,21,21,21,21
160198,1995,0,0,0,0,0,0,0,0,4,0
160199,1995,0,0,0,0,0,0,0,0,0,0
160200,1995,0,0,0,0,26,0,0,0,0,0
160201,1995,0,0,3,21,0,0,0,0,16,0
160202,1995,23,23,23,23,23,23,23,23,23,23
160203,1995,27,27,27,27,27,27,27,27,27,27
160204,1995,21,21,21,21,21,21,21,21,21,21
160205,1995,13,0,0,0,0,0,0,0,0,0
160206,1995,0,0,0,0,0,0,0,0,0,0
160207,1995,0,0,0,0,0,0,0,0,0,0
160208,1995,0,0,0,0,0,0,0,0,0,0
160209,1995,14,12,35,15,0,18,18,8,14,10
160210,1995,8,8,8,8,8,8,8,8,8,8
160211,1995,0,0,0,0,0,0,0,0,0,0
160212,1995,0,0,0,0,0,0,0,0,0,0
160213,1995,0,0,0,0,0,0,0,0,0,0
160215,1995,14,14,14,14,14,14,14,14,14,14
160216,1995,0,0,0,0,0,0,0,0,0,0
160217,1995,0,0,0,0,0,0,0,0,0,0
160219,1995,0,0,0,0,0,0,0,0,0,0
160220,1995,0,0,0,0,0,0,0,0,0,0
160221,1995,0,0,0,0,0,0,0,0,0,0
160222,1995,5,5,5,5,5,5,5,5,14,5
160223,1995,28,28,28,28,28,28,28,28,28,28
160224,1995,0,0,0,0,0,0,0,0,0,0
160225,1995,0,0,0,0,0,0,0,0,0,0
160226,1995,0,0,0,0,0,0,0,0,0,0
160227,1995,0,0,0,0,0,0,0,0,0,0
160228,1995,0,0,0,0,0,0,0,0,0,0
160229,1995,0,0,0,0,0,0,0,0,0,0
160230,1995,0,0,0,0,0,0,0,0,0,0
160231,1995,0,0,0,0,0,0,0,0,0,0
160232,1995,44,44,44,44,44,44,44,44,44,44
160233,1995,10,10,10,10,10,10,10,10,10,10
160234,1995,0,0,0,0,0,0,0,0,0,0
160235,1995,0,0,0,0,0,0,0,0,0,0
160236,1995,0,0,0,0,0,0,0,0,0,0
160237,1995,0,8,0,15,0,0,0,0,12,0
160238,1995,23,11,16,23,0,15,22,22,15,0
160239,1995,0,0,0,0,0,0,0,0,0,0
170001,1995,20,20,20,20,20,20,20,20,20,20
170002,1995,14,0,0,0,0,0,0,0,2,0
170003,1995,3,3,3,3,3,3,3,3,3,3
170004,1995,15,15,15,15,15,15,15,15,15,15
170005,1995,0,0,0,49,0,19,0,0,0,0
170006,1995,0,0,0,0,0,0,0,0,0,0
170007,1995,0,0,0,0,0,0,0,0,0,0
170008,1995,0,0,0,0,0,0,0,0,0,0
170009,1995,0,0,0,0,0,0,0,0,0,0
170010,1995,0,0,0,0,0,0,0,0,0,0
170011,1995,23,23,23,23,23,23,23,23,23,25
170012,1995,0,0,0,0,0,0,0,0,0,0
170013,1995,0,0,0,0,0,0,0,0,0,0
170014,1995,0,0,0,0,0,0,0,0,0,0
170015,1995,0,0,0,0,0,0,0,0,0,0
170016,1995,0,0,0,0,0,0,16,0,0,11
170017,1995,0,15,7,0,35,15,18,0,31,0
170018,1995,0,0,0,0,0,0,0,0,0,0
170019,1995,0,0,0,0,0,0,0,0,0,0
170020,1995,0,0,0,0,0,0,0,0,0,0
170021,1995,0,0,0,0,0,0,0,0,0,0
170022,1995,35,35,35,35,35,35,35,35,35,35
170023,1995,0,0,0,0,0,0,0,0,0,0
170024,1995,0,0,0,0,0,0,0,0,0,0
170025,1995,0,0,0,0,0,0,0,0,0,0
170026,1995,0,0,0,0,0,0,0,0,0,0
170027,1995,0,0,0,0,0,0,0,0,0,0
170028,1995,0,0,0,6,0,0,0,0,0,0
170029,1995,0,0,0,0,0,0,0,0,0,0
170030,1995,0,0,0,0,0,0,0,0,0,0
170031,1995,0,0,0,0,0,0,0,0,0,0
170032,1995,0,0,0,0,0,0,0,0,0,0
170033,1995,0,0,0,0,0,0,0,0,0,0
170034,1995,7,12,11,17,15,28,6,14,13,15
170035,1995,0,0,0,0,7,0,9,0,0,0
170036,1995,0,0,0,0,0,0,0,0,0,13
170037,1995,18,18,18,18,18,18,18,18,18,18
170038,1995,0,7,11,9,0,21,0,0,0,0
170039,1995,18,18,18,18,18,18,18,18,18,18
170041,1995,0,0,0,0,0,0,0,13,0,0
170042,1995,0,0,13,0,0,0,0,0,0,22
170043,1995,0,0,0,0,0,0,0,0,0,0
170044,1995,0,0,0,0,0,0,0,0,0,0
170046,1995,0,0,0,0,0,0,0,0,0,0
170047,1995,0,0,0,0,0,0,0,0,0,0
170049,1995,0,0,0,0,0,0,0,0,0,0
170050,1995,0,0,0,0,0,0,0,0,0,0
170051,1995,0,0,0,0,0,0,0,0,0,0
170052,1995,10,10,10,10,10,10,10,10,10,10
170053,1995,0,0,0,0,0,0,0,22,0,0
170054,1995,0,0,0,0,0,0,0,0,0,0
170055,1995,0,0,0,0,0,0,0,0,0,0
170056,1995,0,0,0,0,0,0,0,0,0,0
170057,1995,0,0,0,0,0,0,0,0,0,0
170058,1995,24,24,24,24,24,24,24,24,24,24
170059,1995,0,0,0,0,0,0,0,0,0,0
170060,1995,0,0,0,0,0,0,0,0,0,0
170061,1995,9,21,10,0,20,17,22,18,34,13
170062,1995,0,0,0,0,0,0,0,0,0,0
170063,1995,0,0,0,0,0,0,0,14,0,8
170064,1995,8,8,8,8,8,8,8,8,8,8
170065,1995,0,0,0,0,0,0,0,0,0,0
170066,1995,0,0,0,0,0,0,0,0,0,0
170067,1995,12,12,12,12,12,12,12,12,12,12
170068,1995,0,0,0,0,0,0,0,0,0,0
170069,1995,21,21,21,21,21,21,21,21,21,21
170070,1995,0,0,0,0,0,0,0,0,0,0
170071,1995,28,0,11,31,16,14,0,41,16,17
170072,1995,0,0,0,0,0,0,0,0,0,0
170073,1995,0,0,0,0,0,0,0,0,0,0
170075,1995,0,0,0,0,0,0,0,0,0,0
170076,1995,12,26,0,0,0,0,0,0,14,17
170077,1995,0,0,0,0,0,0,0,0,0,0
170078,1995,0,0,0,0,0,0,0,0,0,0
170079,1995,0,0,0,0,0,0,0,0,0,0
170080,1995,17,17,17,17,17,17,17,17,17,17
170081,1995,7,7,7,7,7,7,7,7,7,7
170082,1995,8,0,0,34,0,0,14,0,0,17
170083,1995,0,0,0,0,0,0,0,0,0,0
170084,1995,0,0,0,0,0,0,0,0,0,0
170085,1995,0,0,0,0,0,0,0,0,0,0
170086,1995,6,6,6,6,6,6,6,6,6,6
170087,1995,0,0,0,0,0,0,0,0,0,0
170088,1995,13,13,13,13,13,13,13,13,13,13
170089,1995,19,19,21,19,19,19,19,19,25,19
170090,1995,32,32,32,32,32,32,32,32,32,32
170091,1995,0,0,0,0,0,0,0,0,0,0
170092,1995,13,13,13,13,13,13,13,13,13,13
170093,1995,0,0,0,0,0,0,0,0,0,0
170094,1995,0,0,0,0,0,0,0,0,0,0
170095,1995,19,19,19,19,19,19,19,19,19,19
170096,1995,0,0,0,0,0,0,0,0,0,0
170097,1995,0,0,0,0,15,0,0,0,0,0
170098,1995,0,0,0,0,0,0,0,0,0,0
170100,1995,0,0,0,0,0,12,0,0,26,0
170101,1995,0,0,0,0,0,0,0,0,0,0
170102,1995,12,12,12,12,12,12,12,12,12,12
170103,1995,0,0,0,0,0,0,0,0,0,0
170104,1995,23,23,23,23,23,23,23,23,23,23
170105,1995,0,0,0,0,0,0,0,0,0,0
170106,1995,0,0,0,0,0,0,0,0,0,0
170107,1995,0,0,0,0,0,0,0,0,0,0
170108,1995,8,20,5,16,11,11,13,0,17,21
170109,1995,0,0,0,0,16,0,0,0,0,0
170110,1995,0,0,0,0,0,0,0,0,0,0
170111,1995,13,13,13,13,13,13,13,13,13,13
170112,1995,0,0,0,0,0,0,0,0,0,0
170113,1995,8,0,0,0,0,0,0,0,0,0
170114,1995,0,0,13,0,0,0,0,0,0,0
170115,1995,0,0,0,0,0,0,0,0,0,0
170116,1995,24,24,24,24,24,24,24,24,24,24
170117,1995,0,0,0,0,0,0,0,0,0,0
170118,1995,0,0,0,0,0,0,0,0,0,0
170119,1995,0,13,0,0,0,0,0,0,0,0
170120,1995,0,0,0,0,0,0,0,0,0,0
170121,1995,0,0,0,0,0,0,0,0,0,0
170122,1995,0,0,0,0,0,0,0,0,0,0
170123,1995,5,0,11,23,8,0,0,0,0,13
170124,1995,0,0,0,0,0,0,0,0,0,0
170125,1995,0,0,0,0,0,0,0,0,0,0
170126,1995,3,19,18,20,23,8,11,16,14,13
170127,1995,0,0,0,0,0,0,0,0,0,0
170128,1995,0,0,0,0,0,0,0,0,0,0
170129,1995,0,0,0,0,0,0,0,0,0,0
170130,1995,19,19,19,19,19,19,19,19,19,19
170131,1995,0,0,0,0,0,0,0,0,0,0
170132,1995,0,13,0,45,0,0,0,0,0,26
170133,1995,0,0,0,0,0,0,0,0,0,0
170134,1995,0,0,0,0,0,0,0,0,0,0
170135,1995,0,0,0,0,0,0,0,0,0,0
170136,1995,0,0,0,0,0,0,0,0,0,0
170137,1995,0,0,0,0,0,0,0,0,0,0
170138,1995,0,0,0,0,0,0,0,0,0,0
170139,1995,0,0,0,0,0,0,0,0,0,0
170140,1995,17,17,17,17,17,17,17,17,17,17
170141,1995,4,0,4,31,0,0,0,0,0,0
170142,1995,0,0,0,0,0,0,0,0,0,0
170143,1995,0,0,1,0,0,0,0,0,0,0
170144,1995,0,0,0,0,0,0,0,0,0,0
170145,1995,13,13,18,13,13,13,13,13,13,13
170146,1995,13,13,13,13,13,13,13,13,13,13
170147,1995,20,20,20,20,20,20,20,20,20,20
170148,1995,12,12,12,12,12,12,12,12,12,12
170149,1995,9,21,0,0,6,0,17,0,0,16
170150,1995,0,0,0,0,0,0,0,0,0,0
170151,1995,10,10,10,10,10,10,10,10,10,10
170152,1995,0,0,0,0,0,0,0,0,0,0
170153,1995,0,0,0,0,0,0,0,0,0,0
170154,1995,20,20,20,20,20,20,20,20,20,20
170155,1995,18,19,19,11,14,16,25,13,27,20
170156,1995,23,23,23,23,23,23,23,23,23,23
170157,1995,0,0,0,0,0,0,16,0,0,0
170158,1995,0,0,0,0,0,0,0,0,0,0
170159,1995,0,0,0,0,0,0,0,0,0,0
170160,1995,16,16,16,16,16,16,16,16,16,16
170161,1995,0,0,0,0,0,0,0,0,0,0
170163,1995,0,0,0,0,0,0,0,0,0,0
170164,1995,0,0,0,0,0,0,0,0,0,0
170165,1995,0,0,0,0,0,0,0,0,0,0
170166,1995,14,14,14,14,14,14,14,14,14,14
170167,1995,0,0,0,0,0,0,0,0,0,0
170168,1995,0,0,0,0,0,0,0,0,0,0
170169,1995,0,0,0,0,0,0,0,0,0,0
170170,1995,0,0,0,0,0,0,0,0,0,0
170171,1995,0,0,0,0,0,0,0,0,0,0
170172,1995,9,12,9,9,9,9,9,9,9,9
170173,1995,0,0,0,0,0,10,0,0,0,0
170174,1995,0,0,0,0,0,0,0,0,0,0
170175,1995,0,0,0,15,0,0,0,0,23,0
170177,1995,0,0,0,0,0,0,0,0,0,0
170178,1995,0,0,0,0,0,0,0,0,0,0
170179,1995,0,0,0,0,0,0,0,0,0,0
170180,1995,24,24,24,24,24,24,24,24,24,24
170181,1995,0,0,0,0,0,0,0,0,0,0
170182,1995,11,11,11,11,11,11,11,11,11,11
170183,1995,0,0,0,0,0,0,0,0,0,0
170184,1995,12,12,12,12,12,12,12,12,12,12
170185,1995,0,0,0,0,0,0,0,0,0,0
170186,1995,0,0,0,0,0,0,0,0,0,0
170187,1995,3,3,3,3,3,3,3,3,3,3
170188,1995,7,0,0,0,0,0,0,0,0,0
170189,1995,0,25,0,0,0,0,0,0,0,0
170190,1995,23,26,23,20,5,0,19,25,23,0
170191,1995,15,15,15,15,15,15,15,15,15,15
170192,1995,27,27,27,27,27,27,27,27,27,27
170193,1995,18,5,11,10,3,6,6,15,10,9
170194,1995,0,0,0,0,0,0,0,0,0,0
170195,1995,0,0,0,0,0,0,0,0,0,0
170196,1995,0,0,0,0,0,0,0,0,0,0
170197,1995,22,22,22,22,22,22,22,22,22,22
170198,1995,18,18,18,18,18,18,18,18,18,18
170199,1995,17,17,17,17,17,17,17,17,17,17
170200,1995,0,0,0,0,0,0,0,18,0,0
170201,1995,0,0,0,0,0,0,0,0,0,0
170202,1995,0,0,0,0,0,0,0,0,0,0
170203,1995,0,0,0,0,0,5,18,0,0,0
170204,1995,0,0,0,0,0,0,0,0,0,0
170205,1995,0,0,0,0,0,0,0,0,0,0
170206,1995,0,0,0,0,0,0,0,0,0,0
170207,1995,0,0,0,7,0,0,7,0,0,0
170208,1995,0,0,0,0,0,0,0,0,24,0
170209,1995,42,0,0,0,0,0,0,0,0,0
170210,1995,16,16,16,16,16,16,16,16,16,16
170211,1995,0,0,0,0,0,0,0,0,0,0
170212,1995,31,31,31,31,31,31,31,31,31,31
170213,1995,20,20,20,20,20,20,20,20,20,20
170214,1995,8,8,8,8,8,8,8,8,8,8
170215,1995,20,20,20,20,20,20,20,20,20,20
170216,1995,0,0,0,0,0,0,0,0,0,0
170217,1995,0,0,0,0,0,0,0,0,0,0
170218,1995,4,4,4,4,4,4,4,4,4,4
170219,1995,16,16,16,16,16,16,16,16,16,16
170220,1995,11,11,11,11,11,11,11,11,11,11
170221,1995,15,15,15,15,15,15,15,15,15,15
170222,1995,0,0,0,0,0,0,0,0,0,0
170223,1995,8,8,8,8,8,8,8,8,8,8
170224,1995,14,14,14,14,14,14,14,14,14,14
170225,1995,0,0,0,0,0,0,0,0,0,0
170226,1995,25,25,25,25,25,25,25,25,25,25
170227,1995,10,10,10,10,10,10,10,10,10,10
170228,1995,10,10,10,10,10,10,10,10,10,10
170229,1995,0,0,0,0,0,0,0,0,0,0
170230,1995,0,0,0,0,0,0,0,0,0,0
170231,1995,38,38,38,38,38,38,38,38,38,38
170232,1995,23,23,23,23,23,23,23,23,23,23
170233,1995,12,12,12,12,12,12,12,12,12,12
170234,1995,0,0,0,0,0,0,0,0,0,8
170235,1995,0,0,0,0,0,0,29,0,0,0
170236,1995,0,0,0,0,0,0,0,0,0,0
170237,1995,19,36,14,6,20,11,19,17,12,23
170238,1995,18,18,18,18,18,18,18,18,18,18
