ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
131105,1990,0,0,25,10,0,3,14,0,26,0
131106,1990,15,15,15,15,15,15,15,15,15,15
131107,1990,27,15,0,17,14,0,0,19,10,24
131108,1990,7,7,7,26,7,7,7,25,15,33
131109,1990,20,20,20,20,20,20,20,20,20,20
131110,1990,19,19,19,19,19,19,19,19,19,19
131111,1990,25,25,25,25,25,25,25,25,25,25
131112,1990,19,19,19,19,19,19,19,19,19,19
131113,1990,0,0,0,0,0,0,0,0,0,0
131114,1990,21,29,21,12,24,16,23,20,29,29
131115,1990,21,21,21,21,21,21,21,21,21,21
131116,1990,25,25,25,25,25,25,25,25,25,25
131117,1990,0,0,0,0,0,0,0,0,0,0
131118,1990,11,11,11,11,11,11,11,11,11,11
131119,1990,19,19,19,19,19,19,19,19,19,19
131120,1990,0,0,0,0,0,0,4,0,0,0
131121,1990,0,0,0,0,0,0,0,0,0,0
131122,1990,19,19,19,19,19,19,19,19,19,19
131123,1990,0,0,0,0,18,0,0,0,0,17
131124,1990,0,17,9,0,0,11,0,0,0,0
131125,1990,0,0,0,0,0,0,0,0,0,0
131126,1990,27,0,0,19,13,0,0,0,18,14
131127,1990,0,0,0,0,0,0,0,0,0,0
131128,1990,0,0,0,0,0,0,0,0,0,0
131129,1990,0,0,0,0,0,0,0,0,0,0
131130,1990,0,0,0,0,0,0,0,0,0,0
131131,1990,0,0,0,0,0,0,0,0,0,0
131132,1990,22,22,22,22,22,22,22,22,22,22
131133,1990,0,0,0,0,18,0,0,0,0,0
131134,1990,28,28,28,28,28,28,28,28,28,28
131135,1990,6,6,6,6,6,6,6,6,6,6
131136,1990,0,0,0,15,10,7,0,11,0,0
131137,1990,27,27,27,27,27,27,27,27,27,27
131138,1990,11,11,11,11,11,11,11,11,11,11
131139,1990,0,0,0,0,0,0,0,0,0,0
131140,1990,26,26,26,26,26,26,26,26,26,26
131141,1990,0,0,0,0,0,0,18,0,0,0
131142,1990,0,0,0,0,0,0,0,0,0,0
131143,1990,0,0,0,0,0,0,0,0,0,0
131144,1990,0,0,0,0,0,0,0,0,0,0
131145,1990,0,0,0,0,0,0,0,0,0,0
131146,1990,0,0,0,0,0,0,0,0,0,0
131147,1990,0,0,0,0,0,0,0,0,0,0
131148,1990,10,10,10,10,10,10,10,10,10,10
131149,1990,19,19,19,19,19,19,19,19,19,19
131150,1990,0,0,0,0,0,0,0,0,0,0
131151,1990,0,0,0,0,0,0,0,0,0,0
131152,1990,0,0,0,0,0,0,0,0,0,0
131153,1990,0,0,0,0,0,0,0,0,0,0
131154,1990,27,27,27,27,27,27,27,27,27,27
131155,1990,16,17,8,8,20,22,18,24,18,15
131156,1990,28,28,28,28,28,28,28,28,28,28
131157,1990,13,22,15,22,39,21,31,28,6,21
131158,1990,32,32,32,32,32,32,32,32,32,32
131159,1990,0,0,0,0,0,0,0,0,0,15
131160,1990,34,23,0,0,12,8,20,23,14,9
131161,1990,22,22,22,22,22,22,22,22,22,22
131162,1990,0,15,13,0,0,19,31,28,0,0
131163,1990,0,0,0,0,0,0,0,0,0,0
131164,1990,0,13,0,0,0,0,9,0,6,0
131165,1990,0,0,0,0,15,5,0,0,0,0
131166,1990,0,0,0,0,0,0,0,12,0,0
131167,1990,13,13,13,13,13,13,13,13,13,13
131168,1990,0,0,0,0,0,0,0,0,0,0
131169,1990,10,10,10,10,10,10,10,10,10,10
131170,1990,14,14,14,14,14,14,14,14,14,14
131171,1990,27,27,27,27,27,27,27,27,27,27
131172,1990,0,0,0,0,0,0,0,0,0,0
131173,1990,0,0,0,0,0,0,0,0,0,0
131174,1990,0,0,0,0,0,0,0,0,0,0
131175,1990,0,0,0,0,0,0,0,0,0,0
131176,1990,23,23,23,23,23,23,23,23,23,23
131177,1990,0,0,0,0,0,0,0,0,0,0
131178,1990,0,0,0,0,0,0,0,0,13,0
131179,1990,16,11,18,16,0,23,23,8,8,0
131180,1990,0,0,0,0,0,0,0,0,0,0
131181,1990,0,0,0,0,0,0,0,0,0,0
131182,1990,0,0,15,0,0,0,0,0,0,0
131183,1990,14,14,14,14,14,14,14,14,14,14
131184,1990,0,0,0,0,0,0,0,0,0,0
131185,1990,0,0,0,0,0,0,0,0,0,0
131186,1990,13,19,0,0,16,0,45,17,20,33
131187,1990,0,0,0,0,0,8,0,0,0,0
131188,1990,0,0,0,0,0,0,0,0,0,0
131189,1990,0,0,5,0,0,0,0,0,0,0
131190,1990,0,0,0,0,0,0,0,0,0,0
131191,1990,0,0,0,0,0,0,0,23,0,0
131192,1990,0,0,13,14,0,0,0,0,43,0
131193,1990,0,0,0,0,0,0,0,0,0,0
131194,1990,0,0,0,0,0,0,0,0,0,0
131195,1990,0,0,0,0,0,0,0,0,0,0
131196,1990,33,33,33,33,33,33,33,33,33,33
131197,1990,0,0,0,0,0,0,0,0,0,0
131198,1990,50,21,11,24,14,25,12,10,26,16
131199,1990,0,0,0,0,0,0,0,0,0,0
131200,1990,0,0,0,0,0,0,0,0,0,0
131201,1990,0,0,0,0,0,0,0,0,0,0
131202,1990,0,0,0,0,0,11,0,0,0,0
131203,1990,0,0,8,0,0,0,0,0,0,0
131204,1990,0,0,0,0,0,0,0,0,0,0
131205,1990,29,29,29,29,29,29,29,29,29,29
131206,1990,28,28,28,28,28,28,28,28,28,28
131207,1990,2,2,2,2,2,2,2,2,2,2
131208,1990,0,0,0,0,0,0,0,0,0,0
131209,1990,0,0,0,0,0,0,0,0,0,0
131210,1990,0,0,0,0,0,0,0,0,0,0
131211,1990,0,0,0,0,0,0,0,0,0,0
131212,1990,2,0,0,0,0,0,0,0,0,0
131213,1990,23,23,23,23,23,23,23,23,23,23
131214,1990,0,0,0,9,0,0,0,5,0,0
131215,1990,28,28,28,28,28,28,28,28,28,28
131216,1990,22,22,22,22,22,22,22,22,22,22
131217,1990,0,0,0,0,0,0,0,0,0,0
131218,1990,0,0,0,0,0,0,0,0,0,0
131219,1990,0,0,0,0,0,0,0,0,0,0
131220,1990,1,1,1,1,1,1,1,1,1,1
131221,1990,0,0,0,0,0,0,0,0,0,0
131222,1990,20,20,20,20,20,20,20,20,20,20
131223,1990,9,9,9,9,9,9,9,9,9,9
131224,1990,4,4,4,4,4,4,4,4,4,4
131225,1990,0,0,0,0,0,0,0,0,0,0
131226,1990,25,25,28,25,25,25,25,25,25,25
131227,1990,0,0,0,0,0,0,0,0,0,0
131228,1990,2,2,2,2,2,2,2,2,2,2
131229,1990,25,25,25,25,25,25,25,25,25,25
131230,1990,38,38,38,38,38,38,38,38,38,38
131231,1990,0,8,15,0,0,29,13,6,0,13
131232,1990,0,0,0,0,0,0,0,0,0,0
131233,1990,0,0,0,0,0,0,0,0,0,0
131234,1990,12,12,12,12,12,12,12,12,12,12
131235,1990,32,32,32,32,32,32,32,32,32,32
131236,1990,0,0,20,0,0,0,0,14,13,14
131237,1990,0,0,0,0,0,0,0,0,0,0
131238,1990,16,16,16,16,16,16,16,16,16,16
131239,1990,17,17,17,17,17,17,17,17,17,17
131240,1990,0,0,0,0,0,0,0,19,0,0
131241,1990,0,0,0,0,0,0,0,0,0,0
131242,1990,32,32,32,32,43,32,32,32,32,32
131243,1990,0,0,0,6,0,0,0,0,0,0
131244,1990,0,0,0,0,0,0,0,0,0,0
131245,1990,0,0,0,0,0,0,0,0,0,0
131246,1990,0,0,0,0,0,0,0,0,0,0
131247,1990,2,2,2,2,2,2,2,2,2,5
131248,1990,0,0,0,0,0,0,0,0,0,0
131249,1990,11,11,11,11,11,11,11,11,11,11
131250,1990,0,0,0,0,0,0,0,0,0,0
131251,1990,0,0,0,0,0,0,0,0,0,0
131252,1990,24,7,31,16,0,0,0,31,0,26
131253,1990,10,10,10,10,10,10,10,10,10,10
131254,1990,0,0,0,0,0,0,0,0,0,0
131255,1990,0,0,41,0,0,0,10,18,36,0
131256,1990,0,0,0,0,0,0,0,0,0,0
131257,1990,26,26,26,26,26,26,26,26,26,26
131258,1990,0,0,0,0,0,0,0,0,0,0
131259,1990,6,6,6,6,6,6,6,6,6,6
131260,1990,0,0,0,0,0,0,0,0,0,0
131261,1990,0,0,0,0,0,0,0,0,0,0
131262,1990,0,0,0,0,0,0,0,0,0,0
131263,1990,0,0,0,0,0,0,0,0,0,0
131264,1990,39,39,39,39,39,39,39,39,39,39
131265,1990,0,0,0,0,0,0,0,26,0,0
131266,1990,0,0,14,0,0,0,0,0,0,5
131267,1990,0,0,0,0,0,0,0,0,0,0
131268,1990,0,0,0,0,0,0,0,0,0,0
131269,1990,30,30,30,30,30,30,30,30,30,30
131270,1990,13,13,13,13,13,13,13,13,13,13
131271,1990,0,0,0,0,0,0,0,0,0,0
131272,1990,19,6,24,13,6,0,20,9,0,22
131273,1990,0,0,0,0,0,0,0,0,0,0
131274,1990,22,22,22,22,22,22,22,22,22,22
131275,1990,18,0,12,12,0,0,0,0,10,0
131276,1990,26,26,26,26,26,26,26,26,26,26
131277,1990,24,21,6,9,16,13,9,11,15,23
131278,1990,0,0,0,0,0,0,0,0,0,0
131279,1990,11,11,16,11,11,11,11,11,11,11
131280,1990,33,33,33,33,33,33,33,33,33,33
131281,1990,0,0,0,0,0,0,0,0,0,0
131282,1990,0,0,0,0,0,0,0,0,0,0
131283,1990,3,3,3,3,3,3,3,3,3,3
131284,1990,0,0,0,0,0,0,0,0,0,0
131285,1990,0,0,0,0,0,0,0,0,0,0
131286,1990,0,0,0,0,0,0,0,0,0,0
131287,1990,19,0,0,0,0,0,0,0,0,0
131288,1990,0,0,0,0,0,0,0,0,0,0
131289,1990,30,30,30,30,30,30,30,30,30,30
131290,1990,34,27,10,28,15,10,20,39,25,16
131291,1990,39,39,39,39,39,39,39,39,39,39
131292,1990,0,0,0,0,0,0,0,0,0,0
131293,1990,8,8,8,8,8,8,8,8,8,8
131294,1990,8,0,15,0,9,0,0,0,13,0
131295,1990,18,18,18,18,18,18,18,18,18,18
131296,1990,16,16,16,16,16,26,16,16,32,16
131297,1990,0,0,0,0,0,0,0,0,0,0
131298,1990,0,20,29,13,0,14,19,0,0,0
131299,1990,17,17,17,17,17,17,17,17,17,17
131300,1990,0,0,0,0,0,0,0,0,0,0
131301,1990,18,18,18,18,18,18,18,18,18,18
131302,1990,0,10,0,0,0,0,0,0,0,0
131303,1990,13,13,13,13,13,13,13,13,13,13
131304,1990,15,15,15,15,15,15,15,15,15,15
131305,1990,0,0,0,0,0,20,0,11,0,24
131306,1990,20,20,20,20,20,20,20,20,20,20
131307,1990,20,20,20,20,20,20,20,20,20,20
131308,1990,0,0,0,0,0,0,0,0,0,0
131309,1990,0,0,0,0,0,0,0,0,0,0
131310,1990,8,8,8,8,8,8,8,8,8,8
131311,1990,19,0,0,0,0,0,0,22,0,8
131312,1990,24,24,24,24,24,24,24,24,24,24
131313,1990,0,0,0,0,0,0,0,0,0,0
131314,1990,5,5,5,5,5,5,5,5,5,5
131315,1990,0,0,17,0,18,0,0,11,0,0
131316,1990,0,0,0,0,0,0,0,0,0,6
131317,1990,0,0,0,0,0,0,0,0,0,0
131318,1990,18,18,18,18,18,18,18,18,18,18
131319,1990,0,0,0,0,0,0,0,0,0,0
131320,1990,12,12,12,12,12,12,12,12,12,12
131321,1990,14,14,14,14,14,14,14,14,14,14
131322,1990,19,19,19,19,19,19,19,19,19,19
131323,1990,11,11,11,11,11,11,11,11,11,11
131324,1990,0,0,0,0,0,0,0,0,0,0
131325,1990,0,0,0,0,0,0,0,0,0,0
131326,1990,0,0,0,0,0,0,0,0,0,0
131327,1990,0,0,0,0,0,0,0,0,0,0
131328,1990,0,0,0,0,0,0,0,0,0,0
131329,1990,11,11,11,11,11,11,11,13,11,11
131330,1990,0,0,0,0,0,0,0,0,0,0
131331,1990,17,17,17,17,17,17,17,17,17,17
131332,1990,0,0,0,0,0,0,0,0,0,0
131333,1990,0,0,0,0,0,0,0,0,0,0
131334,1990,21,21,21,21,21,21,21,21,21,21
131335,1990,0,0,0,0,0,0,0,0,0,0
131336,1990,24,24,24,24,24,24,24,24,24,24
131337,1990,0,0,0,0,0,0,0,0,0,0
131338,1990,0,0,0,0,0,0,0,0,0,0
131339,1990,32,32,32,32,32,32,32,32,32,32
131340,1990,26,26,26,26,26,26,26,26,26,26
131341,1990,0,0,0,0,0,0,0,0,0,0
131342,1990,22,22,22,22,22,22,22,22,22,22
131343,1990,11,11,11,11,11,11,11,11,11,11
131344,1990,0,0,0,0,0,0,0,14,10,0
131345,1990,0,0,0,0,0,0,0,0,0,0
131346,1990,0,0,0,0,0,0,0,0,0,0
131347,1990,19,19,19,19,19,19,19,19,19,19
131348,1990,0,0,0,0,0,0,0,0,0,0
131349,1990,0,0,0,0,0,0,0,0,0,0
131350,1990,18,18,18,18,18,18,18,18,18,18
131351,1990,0,0,0,0,0,0,0,0,0,0
131352,1990,0,0,0,0,0,0,0,0,0,0
131353,1990,0,0,0,0,0,0,0,0,0,0
131354,1990,25,25,25,25,25,25,25,25,25,25
131355,1990,21,18,20,22,14,0,12,9,21,16
131356,1990,8,8,8,8,8,8,8,8,8,8
131357,1990,16,25,22,6,6,6,6,26,16,6
131358,1990,0,0,0,0,0,0,0,0,0,0
131359,1990,17,17,17,17,17,17,17,17,17,17
131360,1990,0,0,22,0,0,0,0,0,27,0
131361,1990,24,24,24,24,24,24,24,24,24,24
131362,1990,17,17,17,17,17,17,17,17,17,17
131363,1990,0,12,0,0,0,0,0,13,0,0
131364,1990,22,10,13,0,0,13,14,0,12,12
131365,1990,0,15,0,0,0,0,0,0,0,0
131366,1990,2,2,2,2,2,2,2,2,2,2
131367,1990,0,0,0,0,0,0,0,0,0,0
131368,1990,0,0,0,0,0,0,0,0,16,11
131369,1990,0,0,0,0,0,0,0,0,0,0
131370,1990,0,0,0,0,0,0,0,0,0,0
131371,1990,34,34,34,34,34,34,34,34,34,34
131372,1990,0,0,0,0,0,0,0,0,0,0
131373,1990,0,0,0,0,0,0,0,0,0,0
131374,1990,0,6,0,0,0,0,0,0,0,0
131375,1990,0,0,0,0,0,0,0,0,0,0
131376,1990,0,0,0,0,0,0,0,0,0,0
131377,1990,0,0,0,0,0,0,0,0,0,0
131378,1990,0,0,0,0,0,0,0,0,0,0
131379,1990,0,0,0,0,0,0,18,0,0,0
131380,1990,0,0,5,0,0,13,0,0,0,0
131381,1990,25,25,25,25,25,25,25,25,25,25
131382,1990,22,22,22,22,22,22,22,22,22,22
131383,1990,17,17,17,17,17,17,17,17,17,17
131384,1990,0,0,0,0,0,0,0,0,0,0
131386,1990,0,0,0,0,0,0,0,0,0,0
131387,1990,30,30,30,30,30,30,30,30,30,30
131388,1990,0,0,0,0,0,0,0,0,0,0
131389,1990,0,0,0,0,0,0,0,0,0,0
131390,1990,19,19,19,19,19,19,19,19,19,19
131391,1990,22,22,22,22,22,22,22,22,22,22
131392,1990,16,16,16,16,16,16,16,16,16,16
131393,1990,20,0,0,17,0,14,15,31,29,0
131394,1990,0,0,0,0,0,0,0,0,0,0
131395,1990,5,5,5,5,5,5,5,5,5,5
131396,1990,0,0,0,0,0,0,0,0,0,0
131397,1990,12,12,12,12,12,12,12,12,12,12
131398,1990,16,16,16,16,16,16,16,16,16,16
131399,1990,0,0,0,0,0,0,0,0,0,0
131400,1990,2,2,2,2,2,2,2,2,2,2
131401,1990,0,0,0,0,0,0,0,0,0,0
131402,1990,0,0,26,11,0,20,20,0,7,21
131403,1990,11,11,11,11,11,11,11,11,11,11
131404,1990,13,13,13,13,13,13,13,13,13,13
131405,1990,7,7,7,7,7,7,7,24,7,7
131406,1990,0,0,0,0,0,0,0,0,0,0
131407,1990,22,22,22,22,22,22,22,22,22,22
131408,1990,0,0,0,0,0,0,0,0,0,0
131409,1990,3,3,11,18,3,6,3,17,3,3
131410,1990,23,23,23,23,23,23,23,23,23,23
131411,1990,23,23,23,23,23,23,23,23,23,23
131412,1990,0,0,0,0,0,0,0,26,0,0
131413,1990,0,0,0,0,0,0,0,0,0,0
131414,1990,29,29,29,29,29,29,29,29,29,29
131415,1990,0,0,0,0,0,0,0,7,0,0
131416,1990,11,11,11,11,11,11,11,11,11,11
131417,1990,0,15,0,0,0,0,0,0,0,0
131418,1990,0,0,17,0,0,0,0,0,0,0
131419,1990,0,0,0,0,6,0,0,0,0,0
131420,1990,11,11,11,11,11,11,11,11,11,11
131421,1990,0,0,0,0,0,0,0,0,0,0
131422,1990,0,0,9,0,21,19,0,24,0,0
131423,1990,10,14,10,29,13,17,24,28,37,10
131424,1990,11,11,11,11,11,11,11,11,11,11
131425,1990,0,0,20,0,0,23,0,0,0,18
131426,1990,14,0,0,0,0,0,0,0,0,11
150001,1990,0,0,0,0,0,0,0,0,0,0
150002,1990,37,37,37,37,37,37,37,37,37,37
150003,1990,13,13,13,13,13,13,13,13,13,13
150004,1990,0,0,0,0,0,0,0,0,0,0
150005,1990,0,0,0,0,0,0,0,0,0,0
150006,1990,0,0,0,0,0,0,0,0,0,0
150007,1990,15,15,15,15,15,15,15,15,15,15
150008,1990,4,4,4,4,4,4,4,4,4,4
150009,1990,9,9,9,9,9,9,9,9,9,9
150010,1990,0,0,0,0,0,0,0,0,0,0
150011,1990,16,16,16,16,16,16,16,16,16,16
150012,1990,0,0,0,0,0,0,0,0,0,0
150013,1990,0,0,0,0,0,0,0,0,0,0
150014,1990,24,0,22,0,11,10,12,8,17,16
150015,1990,0,0,0,0,0,0,0,0,0,0
150016,1990,0,0,3,0,0,9,0,0,0,0
150017,1990,0,1,0,34,0,0,16,8,21,0
150018,1990,4,4,4,4,4,4,4,4,4,4
150019,1990,2,2,2,2,2,2,2,2,2,2
150020,1990,11,11,11,11,11,11,11,11,11,11
150021,1990,0,0,0,0,0,0,0,0,0,0
150022,1990,0,0,13,0,0,0,0,0,0,0
150023,1990,8,8,8,8,8,8,8,8,8,8
150024,1990,0,14,19,0,14,15,0,16,26,3
150025,1990,0,0,0,0,0,0,0,0,0,0
150026,1990,29,29,29,29,29,29,29,29,29,29
150027,1990,0,0,0,0,0,0,0,0,0,0
150028,1990,11,11,11,11,11,11,11,11,11,11
150029,1990,0,0,0,27,0,0,0,10,0,0
150030,1990,5,5,5,5,5,5,5,5,5,5
150031,1990,0,0,13,4,10,0,0,6,0,0
150032,1990,0,0,0,0,0,0,0,0,0,0
150033,1990,0,0,0,0,0,0,0,0,0,0
150034,1990,0,0,0,0,0,0,0,0,0,0
150035,1990,0,0,0,0,0,0,0,0,0,0
150036,1990,12,12,12,12,12,12,12,12,12,12
150038,1990,14,14,14,14,14,14,14,14,14,14
150039,1990,11,14,0,14,0,0,0,0,0,0
150040,1990,14,14,14,14,14,14,14,14,14,14
150041,1990,18,18,18,18,18,18,18,18,18,18
150042,1990,18,18,18,18,18,18,18,18,18,18
150043,1990,24,24,24,24,24,24,24,24,24,24
150044,1990,12,0,19,0,0,15,19,0,10,0
150045,1990,0,0,0,0,0,0,0,0,0,0
150046,1990,27,27,27,27,27,27,27,27,27,27
150047,1990,0,0,0,0,0,0,0,0,0,0
150048,1990,0,0,0,0,0,18,0,0,0,14
150049,1990,11,11,11,11,11,11,11,11,11,11
150050,1990,14,14,14,14,14,14,14,14,14,14
150051,1990,2,2,2,2,2,2,2,2,2,2
150052,1990,0,0,0,0,0,0,0,0,0,0
150053,1990,0,0,0,0,0,0,0,0,0,0
150054,1990,0,0,0,0,0,0,0,0,0,0
150055,1990,0,0,0,40,0,0,0,0,0,0
150056,1990,22,22,22,22,22,22,22,22,22,22
150057,1990,9,9,9,9,9,9,9,9,9,9
150058,1990,19,19,19,19,19,19,19,19,19,19
150059,1990,15,16,31,24,49,22,27,28,14,17
150060,1990,0,0,0,0,0,0,0,0,0,0
150061,1990,0,0,0,0,0,0,0,0,0,0
150062,1990,0,0,16,0,0,0,0,0,0,0
150063,1990,20,8,21,0,18,25,0,17,9,17
150064,1990,0,0,0,0,0,0,0,0,0,0
150065,1990,0,0,0,0,0,0,0,0,0,0
150066,1990,15,15,15,15,15,15,15,15,15,15
150067,1990,21,21,21,21,21,21,21,21,21,21
150068,1990,0,0,0,0,0,0,0,0,0,0
150069,1990,0,0,0,0,0,0,0,0,0,0
150070,1990,0,0,0,0,0,0,0,0,0,0
150071,1990,9,9,9,9,9,9,9,9,9,9
150072,1990,17,17,17,17,17,17,17,17,17,17
150073,1990,2,2,2,2,2,2,2,2,2,2
150074,1990,0,0,0,0,0,0,0,0,0,0
150075,1990,9,9,9,9,9,9,9,9,9,9
150076,1990,3,3,3,3,3,3,3,3,3,3
150077,1990,1,14,1,1,1,1,1,1,1,1
150078,1990,0,0,0,0,0,0,0,0,0,0
150079,1990,0,0,0,0,0,0,7,0,0,0
150080,1990,21,21,21,21,21,21,21,21,21,21
150081,1990,9,23,17,16,0,12,0,16,0,23
150082,1990,0,0,0,0,0,0,0,0,0,0
150083,1990,16,28,13,9,15,6,6,18,35,7
150084,1990,0,0,0,0,0,0,0,0,0,0
150085,1990,25,25,25,25,25,25,25,25,25,25
150086,1990,16,16,16,16,16,16,16,16,16,16
150087,1990,0,0,0,0,0,0,0,0,0,0
150088,1990,7,7,7,7,7,7,7,7,7,7
150089,1990,8,8,8,8,8,8,8,8,8,8
150090,1990,0,5,0,0,0,0,16,0,16,0
150091,1990,0,0,0,0,0,0,0,0,0,0
150092,1990,22,22,22,22,22,22,22,22,22,22
150093,1990,1,1,1,1,1,1,1,1,1,1
150094,1990,0,0,0,0,0,0,0,0,0,0
150095,1990,21,21,21,21,21,21,21,21,21,21
150096,1990,0,0,0,0,0,0,0,0,0,0
150097,1990,14,14,14,14,14,14,14,14,14,14
150098,1990,0,0,0,0,0,0,0,0,0,0
150099,1990,0,0,0,0,0,0,0,0,0,0
150100,1990,0,0,0,0,0,0,0,0,0,0
150101,1990,6,6,6,6,6,6,6,6,6,6
150102,1990,17,17,17,17,17,17,17,17,17,17
150103,1990,0,17,0,0,0,0,0,0,0,0
150104,1990,0,0,0,0,0,0,0,0,0,0
150105,1990,0,0,0,0,0,0,0,0,0,0
150106,1990,19,19,19,19,19,19,19,19,19,23
150107,1990,19,19,19,19,19,19,19,19,19,19
150108,1990,0,0,0,0,0,0,0,0,0,0
150109,1990,0,0,0,0,0,0,0,0,0,0
150110,1990,10,10,10,10,10,10,10,10,10,10
150111,1990,21,21,21,21,21,21,21,21,21,21
150112,1990,0,0,0,0,0,0,0,0,0,0
150113,1990,0,0,0,0,0,0,0,0,0,0
150114,1990,0,0,0,0,0,0,0,0,8,0
150115,1990,0,0,0,11,18,0,0,0,0,0
150116,1990,0,0,17,0,0,0,0,30,0,0
150117,1990,0,0,0,0,0,0,0,0,0,0
150118,1990,13,13,13,13,13,13,13,13,13,13
150119,1990,20,20,20,20,20,20,20,20,20,20
150120,1990,0,0,0,0,0,0,0,0,0,0
150121,1990,0,14,0,0,12,22,0,0,0,0
150122,1990,16,16,16,16,16,16,16,16,16,16
150123,1990,11,11,11,11,11,11,11,11,11,11
150125,1990,0,0,0,0,0,0,0,0,0,0
150126,1990,27,15,15,41,15,15,15,15,15,15
150127,1990,1,1,1,1,1,1,1,1,1,1
150128,1990,0,0,0,0,0,0,0,0,0,0
150129,1990,0,0,0,0,0,0,0,0,0,0
150130,1990,0,0,0,0,0,0,0,0,0,0
150131,1990,0,0,0,0,0,0,0,0,0,0
150132,1990,0,0,0,0,0,0,0,0,0,28
150133,1990,19,19,19,19,19,19,19,19,19,19
150134,1990,0,0,0,0,0,0,0,0,0,0
150135,1990,4,4,4,4,4,4,4,4,4,4
150136,1990,13,13,13,13,13,13,13,13,13,13
150137,1990,25,25,25,25,25,25,25,25,25,25
150138,1990,0,0,0,0,0,0,0,0,0,0
150139,1990,22,22,22,22,22,22,22,22,22,22
150140,1990,15,15,15,15,15,15,15,15,15,15
150141,1990,0,0,0,0,0,0,0,0,0,0
150142,1990,11,11,11,11,11,11,11,11,11,11
150143,1990,0,0,6,0,0,0,0,0,0,0
150144,1990,0,0,0,0,0,0,0,0,0,0
150145,1990,0,14,0,0,0,14,3,0,0,3
150146,1990,0,0,0,0,0,0,0,0,0,0
150147,1990,0,0,0,0,0,0,0,15,0,3
150148,1990,13,13,13,13,13,13,13,13,13,13
150149,1990,20,20,27,20,20,20,20,20,20,20
150150,1990,0,15,9,16,0,13,18,18,29,0
150151,1990,0,0,0,0,0,0,0,0,20,0
150152,1990,18,18,18,18,18,18,18,18,18,18
150153,1990,24,20,8,29,13,17,25,29,11,17
150154,1990,30,26,11,14,10,27,28,30,9,19
150155,1990,0,6,0,0,0,13,13,10,11,8
150156,1990,17,17,17,17,17,17,17,17,17,17
150157,1990,15,15,15,15,15,15,15,15,15,15
160001,1990,22,22,22,22,22,22,22,22,22,22
160002,1990,0,0,0,6,0,0,0,0,0,0
160003,1990,16,16,16,16,16,16,16,16,16,16
160004,1990,0,16,16,0,28,0,0,0,15,0
160005,1990,16,0,18,0,22,0,0,0,0,0
160007,1990,0,0,0,0,17,0,0,0,0,0
160008,1990,25,25,25,25,25,25,25,25,25,25
160009,1990,10,0,14,5,0,0,0,7,0,0
160011,1990,18,16,5,32,6,7,14,25,10,28
160012,1990,32,12,15,16,21,40,22,24,17,0
160013,1990,0,7,0,0,0,0,0,0,0,0
160014,1990,0,0,0,16,0,0,0,0,0,0
160015,1990,25,25,25,25,25,25,25,25,25,25
160016,1990,21,21,21,21,21,21,21,21,21,21
160017,1990,15,0,0,13,0,0,0,0,18,0
160018,1990,0,0,0,0,0,5,0,0,0,0
160019,1990,21,14,0,30,0,0,0,25,13,14
160020,1990,8,8,8,8,8,8,8,8,8,8
160021,1990,16,8,0,22,16,37,13,34,0,0
160022,1990,2,2,2,2,2,7,2,2,2,2
160023,1990,0,0,0,0,0,0,0,0,0,0
160024,1990,0,5,37,19,21,23,22,35,13,0
160025,1990,17,0,23,22,29,0,26,0,26,25
160026,1990,2,2,2,2,2,2,2,2,7,2
160027,1990,0,15,0,0,0,0,0,0,0,0
160028,1990,0,0,0,0,0,7,0,0,0,0
160029,1990,0,0,0,0,0,0,0,0,0,0
160031,1990,0,0,0,0,0,0,0,0,0,0
160033,1990,11,33,0,24,24,0,0,0,23,0
160034,1990,14,14,14,14,14,14,14,14,14,14
160035,1990,7,7,7,7,14,7,7,7,7,7
160036,1990,5,5,5,5,5,5,8,5,5,5
160037,1990,6,6,6,6,6,6,6,6,6,6
160038,1990,11,0,0,0,9,0,0,13,0,0
160039,1990,16,16,16,16,16,16,16,16,16,16
160040,1990,8,8,8,8,8,8,8,8,8,8
160042,1990,0,14,26,0,0,26,0,0,0,0
160043,1990,23,21,21,11,23,17,9,21,21,25
160044,1990,0,0,0,0,16,0,14,0,0,0
160045,1990,0,20,0,0,6,0,0,0,0,32
160046,1990,0,0,34,3,0,0,0,0,0,0
160047,1990,0,0,0,0,0,0,19,0,0,0
160049,1990,13,13,13,13,13,13,13,13,13,13
160050,1990,27,27,27,27,27,27,27,27,27,27
160051,1990,8,13,0,8,24,22,2,4,21,25
160052,1990,0,0,0,0,0,0,0,0,0,0
160054,1990,0,0,0,0,0,0,20,0,0,0
160055,1990,26,26,26,26,26,26,26,26,26,26
160056,1990,18,18,18,18,18,18,18,18,18,18
160057,1990,35,11,16,22,15,0,6,6,0,13
160058,1990,0,0,0,0,10,0,0,0,6,0
160060,1990,18,27,0,0,0,0,22,14,0,0
160061,1990,0,0,0,0,19,0,0,0,0,0
160062,1990,14,0,21,16,27,0,25,0,0,25
160063,1990,0,27,0,18,0,0,15,0,0,6
160064,1990,14,0,0,0,0,0,0,21,0,17
160065,1990,0,0,0,0,0,0,0,0,0,0
160066,1990,6,21,19,19,14,0,16,8,0,17
160067,1990,0,0,0,0,0,0,0,0,0,0
160068,1990,0,5,0,0,0,0,0,14,0,0
